Title,Month,Day,Year,Category,Income/Expense,Amount
"OVERLIMIT FEE ON BAL $ 1361.43",1,21,2003,Utilities,Expense,7368.52
"APPLE.COM/BILL TORONTO, ON",3,22,2016,Accommodation,Income,9820.22
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 129013886157 120.00 CAD @ 1.000000",5,13,2017,Personal,Expense,3051.67
"Point of Sale - INTERAC RETAIL PURCHASE 000001001456 LONDON DRUGS 66",11,24,2016,Accommodation,Expense,1994.81
"Internet Banking INTERNET TRANSFER 000000280173",6,2,2007,Entertainment,Expense,7518.90
"Ding 73179606 Dublin",10,8,2003,Utilities,Expense,422.76
"Point of Sale - INTERAC RETAIL PURCHASE 852001001138 7 ELEVEN STORE",7,16,2008,Accommodation,Income,9600.01
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 120723688008",9,13,2010,Health,Income,4185.00
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 129710298809",11,26,2018,Accommodation,Income,1567.44
"Internet Banking INTERNET TRANSFER 000000242922",4,20,2018,Health,Income,6364.20
"Internet Banking E-TRANSFER 103925120118 Cs Tutoring",1,14,2002,Entertainment,Expense,9517.30
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128222143267",8,2,2009,Health,Income,1764.46
"Automated Banking Machine ATM WITHDRAWAL FORT RICHMOND SQ 2A12",7,10,2019,Health,Income,4656.83
"AMZN Mktp CA*2R9IA3ZW2 WWW.AMAZON.CA, ON",9,23,2017,Personal,Expense,565.71
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 129710298809",11,28,2006,Food,Income,8992.64
"Ding 73866562 Dublin",9,25,2009,Accommodation,Income,4072.68
"Point of Sale - INTERAC RETAIL PURCHASE 297001001049 7-ELEVEN 17060",8,16,2018,Personal,Income,1519.50
"Internet Banking INTERNET BILL PAY 000000242901 MASTERCARD, BMO",10,26,2002,Accommodation,Expense,6144.51
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&R BLOCK 122420136933",6,19,2008,Entertainment,Income,4461.63
"Point of Sale - INTERAC RETAIL PURCHASE 000001001456 LONDON DRUGS 66",8,2,2007,Personal,Income,64.70
"DOORDASH*HSIEH FAMILY DOWNTOWN TOROON",10,7,2002,Health,Income,5904.47
"Internet Banking INTERNET TRANSFER 000000226259",3,28,2020,Entertainment,Income,4341.58
"MARBLE SLAB CREAMERY WINNIPEG, MB",9,5,2019,Utilities,Expense,2371.58
"Internet Banking INTERNET TRANSFER 000000226259",11,22,2016,Personal,Expense,460.41
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 116118852327",8,27,2008,Food,Income,1732.08
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116241781183",6,14,2014,Food,Income,2067.57
"Point of Sale - INTERAC RETAIL PURCHASE 000001130002 GREENWOODS DENT",8,19,2015,Personal,Income,1437.70
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 122817474064 67.43 CAD @ 1.000000",11,17,2019,Health,Income,2761.07
"Point of Sale - INTERAC RETAIL PURCHASE 121012411104 GREENCREST PHAR",9,29,2005,Utilities,Expense,4263.65
"SP * MOFTGLOBAL HTTPSMOFTGLOB, CA 69.15 USD @ 1.260014",3,28,2005,Personal,Income,2686.08
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.295000",4,16,2016,Health,Expense,2934.17
"INSTACART HALIFAX MID-H, NS",3,26,2014,Accommodation,Expense,6516.56
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 128319713380 51.74 CAD @ 1.000000",11,23,2005,Health,Income,8474.68
"Internet Banking INTERNET TRANSFER 000000239148",8,23,2019,Accommodation,Income,9892.15
"Point of Sale - INTERAC RETAIL PURCHASE 000001134001 GREENWOODS DENT",9,29,2009,Food,Expense,7947.88
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL APPLE.COM/BILL T21007062033 39.18 CAD @ 1.000000",6,4,2010,Utilities,Income,3455.55
"Internet Banking E-TRANSFER 103922078186 Nam Huy Bui",4,22,2004,Utilities,Expense,9935.39
"Cashback/Remises CR",11,19,2019,Accommodation,Income,38.95
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Patreon* Member 118207718434 27.00 USD @ 1.273704",6,23,2008,Health,Expense,9681.90
"Internet Banking E-TRANSFER 103932819240 Cs Tutoring",5,28,2008,Food,Expense,1915.92
