Title,Date,Category,Income/Expense,Amount
"Internet Banking E-TRANSFER 103915794773 Nil",03/01/2020,Food,Expense,3634.46
"SQ *OH DOUGHNUTS gosq.com MB",02/21/2014,Accommodation,Income,2773.50
"Internet Banking INTERNET TRANSFER 000000220619",11/18/2008,Accommodation,Expense,5110.18
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904406741",05/04/2000,Food,Expense,6350.59
"Sony Interactive Enter 8003457669 CA",01/25/2019,Accommodation,Expense,8240.78
"Point of Sale - INTERAC RETAIL PURCHASE 000001431182 SOBEYS #5037",02/02/2017,Health,Income,6113.75
"FAMOUS PLAYER 2402QPS WINNIPEG MB",03/30/2017,Health,Expense,1405.04
"Point of Sale - INTERAC RETAIL PURCHASE 144001001014 EDO JAPAN - FOR",08/02/2013,Utilities,Expense,8797.39
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 124323231129 129.00 CAD @ 1.000000",07/05/2017,Personal,Expense,796.24
"Internet Banking INTERNET TRANSFER 000000219008",11/21/2020,Health,Income,9962.32
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 115806783478 12.41 CAD @ 1.000000",11/29/2011,Health,Expense,9813.97
"Point of Sale - INTERAC RETAIL PURCHASE 000001001326 COINAMATIC CANA",02/14/2010,Health,Expense,6849.09
"Point of Sale - INTERAC RETAIL PURCHASE 000001001184 UNICITY TAXI #",01/07/2014,Accommodation,Expense,1742.71
"Cashback/Remises CR",08/25/2007,Personal,Income,1548.24
"Point of Sale - INTERAC RETAIL PURCHASE 000001130002 GREENWOODS DENT",02/17/2012,Health,Income,450.35
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE PIZZA PIZZA LTD T21257248801 30.07 CAD @ 1.000000",04/24/2013,Food,Income,4522.77
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129220611555",10/30/2004,Accommodation,Expense,8312.04
"AMZN Mktp CA*2L84Y3JX0 WWW.AMAZON.CA, ON",07/23/2017,Personal,Expense,7092.46
"Branch Transaction OVERDRAFT INTEREST CHARGE",11/09/2013,Personal,Expense,5114.39
"Ding 73866562 Dublin",03/14/2008,Food,Expense,3599.31
"SOBEYS #5037 WINNIPEG MB",06/08/2004,Accommodation,Income,8247.49
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.263000",04/19/2011,Utilities,Income,5648.76
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115244629060",06/09/2007,Food,Income,8184.39
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M STUDENTS 114222801307",01/13/2015,Personal,Expense,8839.97
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Download 128543291383",02/20/2001,Health,Income,9149.86
"PAYPAL *ASEELSAFI14 4029357733, ON",07/23/2001,Entertainment,Income,9502.41
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119820331428",09/25/2017,Personal,Expense,254.65
"TIM HORTONS #2856 WINNIPEG, MB",11/01/2016,Personal,Income,6285.39
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 123709541432",04/23/2008,Entertainment,Income,6000.60
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 128319713380 51.74 CAD @ 1.000000",09/21/2020,Health,Expense,1212.28
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 121007465422",11/03/2017,Food,Income,8277.64
